Company Name,Skills Set,Information Link,Description,Posted Time
RandstadMENA,"python,c,oracle,database",https://www.timesjobs.com/job-detail/python-testing-randstad-mena-bengaluru-bangalore-0-to-3-yrs-jobid-eOL1rxDnGktzpSvf__PLUS__uAgZw==&source=srp,"JobDescription
		haveExperienceintestingautomotiveSub-Domains:BreakSystem,ActivesafetyandPassiveSafety,AdvanceDriverAssistanceSystems,AdaptiveCruiseControl,EmergencyBreakAssist,VehicleDynamicsShouldbegoodindrawinglogicalconclusionsforagivenproblemstatement.Goodanalyticalskillsinunderstandingtherequirementandtodesigntestframework.KnowledgeofusingDOORS,PTCIntegrity,JIRA.HavingworkedonADASapplicationalgorithmtesting.HavingworkedinentireSWtestlifecycleactivities.Shouldbegoodinmathematics.ShouldhavegoodexperienceinVerification&ValidationTechniques.ShouldhavegoodknowledgeinDBquerying,shouldhaveusedOracleDB/SQLiteoranydatabase.Shouldhavegoodknowledgeofversioncontroltool.shouldbeapersonwhowouldliketocomeupwithinnovativeideasandimplementitapartfromtheworkthepersonisassigned.KnowledgeofAdvancedDriverAssistanceSystemsapplicationfeatureslikeLaneDeparture.HavingsoundknowledgeonAutomotiveSPICEEngineeringprocessareasandBasepractices,CMMI,V-Model.skillstestingqualificationB.E/B.Tech",Posted 4 days ago
TandAHRSolutions,"python,git,django",https://www.timesjobs.com/job-detail/python-developers-tanda-hr-solutions-chandigarh-2-to-5-yrs-jobid-OtVSvO0kmYNzpSvf__PLUS__uAgZw==&source=srp,"JobDescription
		JobDescription:GoodtohaveworkingknowledgeonunittestingoftheCodeandwriteTestCases.ExcellenttoHaveanaccountonGITHubShouldhavedoneprojectsonPython,Django,FlaskMusthaveexcellentcodingskillsandpassiontolearnthelatesttechnologies",Posted 4 days ago
TandAHRSolutions,"python,git,django",https://www.timesjobs.com/job-detail/python-developer-tanda-hr-solutions-chandigarh-5-to-8-yrs-jobid-id252yPhiLZzpSvf__PLUS__uAgZw==&source=srp,"JobDescription
		OpeningforPythonDeveloperprofileinaMNCCompanyforChandigarhLocation.Designation-PythonDeveloperLocationChandigarhExperience5-8yearsSalary10-15LPAQualificationGraduateJobDescription:GoodtohaveworkingknowledgeonunittestingoftheCodeandwriteTestCases.ExcellenttoHaveaccountonGITHubShouldhavedoneprojectsonPython,Django,FlaskMusthaveexcellentcodingskillsandpassiontolearnthelatesttechnologies",Posted 4 days ago
TECHNOPARKTRIVANDRUM,"python,debugging,problemsolving,sql",https://www.timesjobs.com/job-detail/python-developer-technopark-trivandrum-thiruvananthapuram-1-to-4-yrs-jobid-sskhv4LpOCVzpSvf__PLUS__uAgZw==&source=srp,"JobDescription
		1yearofexperienceinPythondevelopmentGoodatdebugging,optimization,performancetuning,addressingproductionissuesVerystronginobject-orientedconcepts&designpatternsFocusoncodequalityStronganalyticalskillswitheffectiveproblemsolvingcapabilityGoodclientcommunicationskills,self-responsibilityPreferredskillsExperienceinPandasandJupyterNotebooks.SQLknowledgeORMinPython",Posted 2 days ago
ValueLabs,"python,perl,sql,datascience",https://www.timesjobs.com/job-detail/python-developer-valuelabs-hyderabad-secunderabad-5-to-8-yrs-jobid-35sWmsNsvPhzpSvf__PLUS__uAgZw==&source=srp,"JobDescription
		Requirements4-6YearsPython/Perloranyscriptingprogramlanguages4-6YearsOneETLtoolexposure4-6yearsexpinDataAnalysisExcellentcommunicationskillsQuicklearnerofdomainandhasgoodunderstandingofELTprocesses.Bachelorsdegreeincomputerscience,datascience,statisticsoratleast4yearsadditionalexperienceindatascience,statisticsorasimilarrole.Demonstratedabilitytodevelopcomplexsqltoapplyproblem-solvingskillstocomplexissuesAbilitytocommunicateeffectivelyandcollaboratewithcolleaguesacrossjobfunctions",Posted 4 days ago
APPLYCUPHIRINGSOLUTIONSLLP,"python,django,html5,javascript",https://www.timesjobs.com/job-detail/python-developer-applycup-hiring-solutions-llp-gandhinagar-2-to-4-yrs-jobid-t8Ti7DllljpzpSvf__PLUS__uAgZw==&source=srp,"JobDescription
		Skills:Django,FlaskorotherPythonframeworks,Jinja2,Mako,JavaScript,HTML5,andCSS3JobDescription:JobDescription:BS/MSdegreeinComputerScience,EngineeringorarelatedsubjectHandsonexperiencewithDjango,FlaskorotherPythonframeworksGoodunderstandingofserver-sidetemplatinglanguagessuchasJinja2,Mako,etcBasicunderstandingoffront-endtechnologies,suchasJavaScript,HTML5,andCSS3FamiliaritywithsomeORM(ObjectRelationalMapper)libraries.",Posted 3 days ago
SEVENCONSULTANCY,"rest,python,storage",https://www.timesjobs.com/job-detail/python-developer-seven-consultancy-navi-mumbai-mumbai-thane-1-to-3-yrs-jobid-PWmNUCWn6CxzpSvf__PLUS__uAgZw==&source=srp,"JobDescription
		JOBDETAILS1.UnderstandfundamentaldesignprinciplesandbestpracticesfordevelopingRESTAPIsandwebapplications2.Gatherrequirements,scopefunctionality,estimateandtranslatethoserequirementsintosolutions3.Implementandintegratesoftwarefeaturesasperrequirements4.Deliveracrosstheentireapplifecycle5.Workinaproductcreationprojectand/ortechnologyprojectwithimplementationorintegrationresponsibilities6.Writereusable,testableandefficientcode7.Improveanexistingcodebase,ifrequired,andabilitytoreadsourcecodetounderstanddataflowandorigin8.Designeffectivedatastorageforthetaskathandandknowhowtooptimisequeryperformancealongtheway9.Followanagilemethodologyofdevelopmentanddelivery10.Strictlyadheretocodingstandardsandinternalpractices;mustbeabletoconductreviewcodeFUNCTIONALAREApythondeveloperjobsinITIndustry,pythondeveloperjobsinmumbai,pythondeveloperjobsinnavimumbai,pythondeveloperjobsinthane,pythondeveloperjobsinmaharashtra,pythondeveloperjobsinindia,ITIndustryjobsinmumbai,ITIndustryjobsinmumbai,ITIndustryjobsinnavimumbai,ITIndustryjobsinthane,ITIndustryjobsinmaharashtra,ITIndustryjobsinindia",Posted few days ago
3RITechnologiesPvtLtd,"python,database,teamplayer",https://www.timesjobs.com/job-detail/python-engineers-3ri-technologies-pvt-ltd-pune-0-to-3-yrs-jobid-vlvpVUMEBbxzpSvf__PLUS__uAgZw==&source=srp,"JobDescription
		Researching,designing,implementingandmanagingsoftwareapplicationTroubleshootingandmaintainingexistingsoftwareapplicationsDesigninghighlyscalable,testablecodeWorkingcloselywithotherdevelopers,UXdesigners,businessandsystemanalystsExperienceDevelopmentexperiencewithprogramminglanguagesComputerScienceBasics(Database,DataStructure,Networking)UnderstandingofapplicationdevelopmentcycleStronganalyticalthinkingandproblem-solvingskillsTeamplayer,self-motivatedandcreativethinkingAbilitytolearnnewtechnologiesquickly",Posted few days ago
RocketSoftware,"git,postgresql,softwareengineering,python",https://www.timesjobs.com/job-detail/python-developer-rocket-software-2-to-3-yrs-jobid-zbh43kAR3R9zpSvf__PLUS__uAgZw==&source=srp,"JobDescription
		JobOverview:WearelookingforPythonDeveloperstojoinourgrowingteam.ThisisanexcitingopportunitytobeoneofthefirstpeopletojoinournewofficeinVilnius,Lithuania.Wearelookingforprofessionalswithextensiveexperiencetohelpdeliverourcustomsoftwaredevelopmentprojects.PythondeveloperwilljoinexistingperformancemonitoringproductteamswithfocustoimplementautomationQAframework.PositionReportsto:Manager,SoftwareEngineeringEssentialDutiesandResponsibilities:Produceclean,well-documented,maintainable,testableandscalablecode.Ensurehigh-qualitysolutionsproducedthroughautomatedtestingandmonitoringcodemetricwithinestablishedguidelinesandtimeframes.Participateinplanning,design,architectureandcodereview.BuildrapidprototypesandworkonfastpacedprojectsWorkeffectivelywithinacross-functionalmulti-siteteam.Providerecommendationsforcontinuousimprovement.Workalongsideotherengineersontheteamtoelevatetechnologyandconsistentlyapplybestpractices.Inspireandmentorjuniorengineersonbestpracticesandprofessionalconduct.RequiredQualifications:ExtensivePythoncommercialexperienceinbackendandintegrationprojects.Goodknowledgeofrelationalandnon-relationaldatabases(PostgreSQL,MSSQLorsimilar).ProficientunderstandingofsoftwaredevelopmenttoolssuchasGitandGitlab.Comprehensiveunderstandingofcontinuousintegrationandcontinuousdelivery(CI/CD)toolsandsystems.ExperienceinanAgileenvironmentusingScrum.PreferredQualifications:MainframeknowledgeExperiencebuildingQAautomationframeworksTravelRequirements:0-10PERCENT*Annualsalaryrangeforthispositionisbetween30,000and60,000grossbeforetaxes.Salaryofferforthecandidateisdeterminedbasedonthepredefinedsalaryrangesforthepositionanddependsonthelevelofcompetenceandexperienceofthecandidate",Posted 4 days ago
QuESTGlobalEngineeringPvtLtd,"python,rdbms,mongodb,sql,docker",https://www.timesjobs.com/job-detail/python-developer-quest-global-engineering-pvt-ltd-bengaluru-bangalore-5-to-10-yrs-jobid-rhpAHWhrd0VzpSvf__PLUS__uAgZw==&source=srp,"JobDescription
		JobDescriptionQualificationsCandidatewithbackgroundinCS/ITRoles&Responsibilities:WebUIDevelopmentInteractwithEMdevelopmentteamand3rdpartySaaSvendor(Corva.ai)RequiredSkills(TechnicalCompetency):CreatingUIinReactJSusingvendorSDKDeployandtestinternalapptoCorva.aidashboard.ExperienceinRDBMS(SQL/MongoDB)DesiredSkills:PythontoupdatebackendasrequiredExposuretodocker/containers/KubernetsispreferredExposuretoAzurecloudorAWSappdeploymentispreferred.",Posted 4 days ago
FlextronicsInternationalLtd.,"pythonscripting,softwareengineering,simulationmodels,python,github,problemsolving",https://www.timesjobs.com/job-detail/python-developer-flextronics-international-ltd-1-to-3-yrs-jobid-__PLUS__QBAj48jq05zpSvf__PLUS__uAgZw==&source=srp,"JobDescription
		JobDescriptionThePythonDeveloperwillbebasedinAustin,TX.InthisroleyouwillbeworkingwithourServiceRepairteamtoconverttestsfromalegacyplatformstoanewpythonbasedplatform.Wearelookingforsomeonewhodemonstrates:IntensecollaborationPassionatecustomerfocusThoughtful,fast,disciplinedexecutionTenaciouscommitmenttocontinuousimprovementRelentlessdrivetowinHereisaglimpseofwhatyoulldo:Directsand/orcoordinateselectronicengineeringand/ortechnicalpersonnelinfabricationanddesignoftestingandtestcontrolapparatusandequipment,orsoftwareandsystemstesting.Directsandcoordinateselectronicengineeringactivitiesconcernedwithdevelopment,procurement,installationandcalibrationofinstruments,equipmentandcontroldevicesrequiredtotest,andrecordtestdata.Interfacesandconferswithscientific,engineeringandtechnicalpersonneltoresolvetestingproblemssuchasproductorsystemmalfunctions,incompletetestdata,datainterpretationorcodingissues.Analyzesandinterpretstestdataandpreparestechnicalreportsforusebyelectronicorsoftwareengineering,andmanagementpersonnel.Maydevelopsorusecomputersoftwareandhardwaretoconducttestsonelectronicproductsandsystemsorsoftware.Trainsandinstructsfloorsupport,testtechniciansandtestoperatorsontesthardwareand/orsoftware,aswellasproblemsolvingtechniques.Resolvestestyieldproblemsbyperforminganalysisofrootcauses,developingandcoordinatingcorrectiveactionmeasuresandmonitoringimprovements.Performandsupportequipmentverificationandintegrationinproduction.Createandmaintainprocessdocumentation.Activelysearchfornewtechnologiesorproceduresinthetestsector.Determinesconditionsunderwhichtestsaretobeconductedandsequencesandphasesoftestoperations.Hereissomeofwhatyoullneed(required):1-3yearsofexperienceinPythonscriptingPriorexperienceusingdesignsoftware,codingprograms,andsimulationmodelsOfficeskills:telephones,officesoftwaretoinclude,wordprocessing,spreadsheetandpresentationpackage.Hereareafewofourpreferredexperiences:FamiliaritywithnetworkingequipmentBitbucketGithubAutotestorKlemtestPycharm",Posted 5 days ago
AtoZInfowayLLP,"python,django,html5,javascript",https://www.timesjobs.com/job-detail/python-developer-atoz-infoway-llp-surat-2-to-5-yrs-jobid-9w04LC4mcx5zpSvf__PLUS__uAgZw==&source=srp,"JobDescription
		PythonDeveloperNumberofVacancy:2Applicantmusthave:2YearsofExperienceExpertinPython,withknowledgeofatleastonePythonwebframeworkasDjango,Flask,etcUnderstandingofthethreadinglimitationsofPython,andmulti-processarchitectureGoodunderstandingofserver-sidetemplatinglanguagessuchasJinja2,Mako,etcBasicunderstandingoffront-endtechnologies,suchasJavaScript,HTML5,andCSS3",Posted 5 days ago
MagicFinserv,"python,java,scala,infrastructure,javascript",https://www.timesjobs.com/job-detail/python-developer-magic-finserv-noida-greater-noida-1-to-3-yrs-jobid-cOftRmsF1J5zpSvf__PLUS__uAgZw==&source=srp,"JobDescription
		PythonDeveloperRole:PythonDeveloperLocation:Noida,Sector-127ExperienceRequired:1-3YearsJOBSUMMARYWearelookingforPythondeveloperstoworkonaDLT(DistributedLedgerTechnology)automationprojecttoautomateinfrastructuretestingforablockchainapplication.WHATWENEED#PrimarySkill:Gooddevelopmentskills&experiencewithPython.#SecondarySkill:ExperiencewitheitherJavaorScalaorJavascriptwithNodeJSwillbeanadditionalplusBasicdevelopmentexperienceonbuildingdistributedapplicationBasicexposureonremoteprocedurecalls(RPC)ORexperiencewithRestfulAPIs",Posted 6 days ago
RandstadMENA,"rest,python,django,html5,javascript",https://www.timesjobs.com/job-detail/python-fullstack-randstad-mena-bengaluru-bangalore-0-to-3-yrs-jobid-QuznN35Mxb1zpSvf__PLUS__uAgZw==&source=srp,"JobDescription
		Goodtohave:JavaScript,HTML5,andCSS3StrongPythonDevelopmentExpertiseinatleastonepopularPythonframework(likeDjango)Familiaritywithfront-endtechnologies(likeJavaScript,HTML5,andCSS3)WritingbehavioraltestsandunittestswithGherkinHands-onprogrammingwithPython,RESTandOpenAPIDocumentingandreviewingoperatingmanualsforthefirst-levelsupportAnalyzingandsolvingincidentsinproductiveenvironmentwhileavoidingdatalossandminimizingserviceoutagesChallengingcurrentpractices,givingfeedbacktocolleaguesandencouragingsoftwaredevelopmentbest-practicestobuildthebestsolutionforourusersskillsPythonqualificationB.E/B.Tech",Posted 1 day ago
PRATHIGNABUILDTECHPRIVATELIMITED,"cli,python,django,iam,api,gateway",https://www.timesjobs.com/job-detail/python-developer-prathigna-buildtech-private-limited-bengaluru-bangalore-5-to-8-yrs-jobid-vgRhPmbwj55zpSvf__PLUS__uAgZw==&source=srp,"JobDescription
		ExpertiseinatleastonepopularPythonframework(likeDjango,FlaskorPyramid)FamiliaritywithsomeORM(ObjectRelationalMapper)ExperiencewithAWSServices(Lambda,APIGateway,S3,CloudFront,Postgres,IAM,SQS,SNS,ECS,etc.)andAWSSDKs/CLIrequiredDevelopmicro-servicesandtoolsthatprovidecommonsupportforscalableandhighlyavailablesoftwaresystemParticipatefullyinagilesoftwaredevelopmentteamandrituals;activelyparticipateinallceremonies,reviewuserstories,participateinplanningsessions,estimateeffortforstories/tasks,etc.Implementationofbestpractices,performanceimprovementsanddocodereviewsSolidunderstandingofobject-orientedprogrammingBuildingreusablecomponentsandlibrariesforfutureuse,helpmaintaincodequality,organizationandautomationStronginterpersonalandcommunicationskillstheabilitytointeractwithmanydifferentpeople,internallyandexternally Stronganalyticalskillswithabilitytothinkstrategicallyandcritically",Posted 1 day ago
LAKSHHUMANRESOURCE,"rest,python,django,git",https://www.timesjobs.com/job-detail/python-developer-laksh-human-resource-mumbai-1-to-3-yrs-jobid-Bo79FYBR7__SLASH__5zpSvf__PLUS__uAgZw==&source=srp,"JobDescription
		Powai,MumbaiPythonDeveloperExperience:1to3yrsSkillsRequired:JobSummary:1.ShouldhaveextensiveknowledgeofPython,Djangoframeowrk,RESTAPIs.2.ShouldhaveworkingexperienceofGIT,AWS,RDS3.GoodtohaveknowledgeaboutRedis,Celery,Pythonlibraries4.Shouldhaveworkedonendtoendsolution5.Shouldhavemanagedateamof3-4people",Posted few days ago
APPLYCUPHIRINGSOLUTIONSLLP,"python,security,webdeveloper,storage,mongodb",https://www.timesjobs.com/job-detail/python-developer-applycup-hiring-solutions-llp-ahmedabad-1-to-4-yrs-jobid-Sq8U1RfiYD5zpSvf__PLUS__uAgZw==&source=srp,"JobDescription
		PythonDeveloperAhmedabad,GujaratQualification:Graduate/PostGraduatewithrelevantexperience.Experience:1-4YearsSkills:Python,MongoDB,Jinja2,Implementationofsecurityanddataprotection,Integrationofdatastoragesolutions,Goodcommunicationskills.JobDescription:WearelookingforaPythonWebDeveloperwhohasgoodknowledgeofMongoDBandJinja2.YourPrimaryfocuswillbethedevelopmentofallserver-sideCode.ensuringhighunderstandingandresponsivenesstorequestsfromthefrontend.youwillalsoresponsibleforimplementingthefront-enddesignbuiltbyco-workersintotheapplicationthereforeabasicunderstandingofJinja2templateengineisnecessaryaswell.Writingreusable,testable,andefficientcodeDesignandimplementationoflow-latency,high-availability,andperformantapplicationsIntegrationofuser-facingelementsdevelopedbyfront-enddevelopersinJinja2withserver-sidelogic.ImplementationofsecurityanddataprotectionIntegrationofdatastoragesolutionsExperienceRequired:1yearKeySkillsRequired:Python,MongoDB,Jinja2Education:Graduate/PostGraduatewithrelevantexperience.CandidateProfile:.SalaryRange:1.50-6.50P.A.",Posted 2 days ago
PEOPLESTAFFINGSOLUTIONS,"c#,python,c,html5,javascript,sql,django,java,pythonscripting,.net,mysql,softwaredeveloper",https://www.timesjobs.com/job-detail/python-developer-people-staffing-solutions-gurgaon-3-to-8-yrs-jobid-U65xg9ySBWtzpSvf__PLUS__uAgZw==&source=srp,"JobDescription
		RolesandResponsibilitiesWearehiringforfollowingskillsets:Mandatory:Python,Django,SqlOtherskills:Java,C,C#,NumPy,SciPy,.Net,HTML5,CSS3,JavaScriptDesiredCandidateProfilescipypythonpandadjangopythonscriptingmysqlnumpypythondeveloperflasksqlEducation-",Posted 1 day ago
AngelandGenie,"python,security,debugging,opencv",https://www.timesjobs.com/job-detail/python-developer-angel-and-genie-noida-greater-noida-3-to-6-yrs-jobid-Plg0JDJmGwFzpSvf__PLUS__uAgZw==&source=srp,"JobDescription
		TitlePythonDeveloperNoida2-4yrsExp4.5-6LCTCCategoriesSalary4.5-6LTotalYrsOfExperienceRequired2-4yrsJobLocationNoidaJobDescriptionPythonDeveloperresponsibilitiesincludewritingandtestingcode,debuggingprogramsandintegratingapplicationswiththird-partywebservices.Tobesuccessfulinthisrole,youshouldhaveexperienceusingserver-sidelogicandworkwellinateam.Ultimately,youllbuildhighlyresponsivewebapplicationsthatalignwithourbusinessneeds.ResponsibilitiesWriteeffective,scalablecodeDevelopback-endcomponentstoimproveresponsivenessandoverallperformanceIntegrateuser-facingelementsintoapplicationsTestanddebugprogramsImprovefunctionalityofexistingsystemsImplementsecurityanddataprotectionsolutionsAssessandprioritizefeaturerequestsCoordinatewithinternalteamstounderstanduserrequirementsandprovidetechnicalsolutionsRequirementsShouldhaveexpofworkingonVideo/imageanalysisusingOpenCVShouldhaveexpinworkingNLPbasedprojectsShouldhaveexpofChatbotdevelopmentShouldhaveexpofworkingonpredictiveanalysis.ShouldknowhowtotrainmodelsusingMLandDL.TeamspiritGoodproblem-solvingskillsBScinComputerScience,Engineeringorrelevantfield",Posted few days ago
infospicaconsultacyservicesllp,"python,oracle,apache,postgresql,javascript,sql",https://www.timesjobs.com/job-detail/python-developer-infospica-consultacy-services-llp-thiruvananthapuram-2-to-5-yrs-jobid-3BWCDPIoATFzpSvf__PLUS__uAgZw==&source=srp,"JobDescription
		FamiliarinPythonScript,withknowledgeofatleastonePythonwebframeworksuchasFlask,SQLAlchemy,Jinja2Basicunderstandingoffront-endtechnology,JavaScriptProficientinSQLdatabasesTeradata,Oracle,andMySQL,PostgreSQLandRedisGoodknowledgeinServersApache,Nginx,HapraxyAbilitytolearnquicklyExcellentcommunicationskillinEnglishlanguageismust.",Posted 3 days ago
SATRAInfrastructureManagement,"algorithms,python,debugging",https://www.timesjobs.com/job-detail/python-developer-satra-infrastructure-management-hyderabad-secunderabad-5-to-8-yrs-jobid-NN4FiC2z3rhzpSvf__PLUS__uAgZw==&source=srp,"JobDescription
		PythonDeveloperHyderabadJobDescription:5yearsofexperienceindevelopmentandatleast2-3yearsofexpertiseondeeplearningandComputervisionPythonframework(likeFlask)Writingandtestingcode,debuggingprograms,algorithmsandintegratingapplicationsKnowledgeofobject-relationalmapping(ORM)Familiaritywithfront-endtechnologiesAbilitytodebugandUnit-TesttheapplicationsExperienceinworkingwithdifferentORMmodels(addedadvantage)ExcellentcommunicationskillsGoodproblem-solvingskills5YearsHyderabad",Posted few days ago
TandAHRSolutions,"pythonprogramming,RobotFramework,DeviceAutomationAppium",https://www.timesjobs.com/job-detail/python-developer-tanda-hr-solutions-gurgaon-4-to-5-yrs-jobid-hfo6__SLASH__sfO5lBzpSvf__PLUS__uAgZw==&source=srp,"JobDescription
		QualificationGraduateSalaryOfferd:upto10LExperience:4to5yearsJoining:ImmediateorMax1monthSkillsRequiredExpertinpythonprogramming.HavingExperienceinRobotFrameworkKnowledgeofROBOTframework,DeviceAutomationAppium,FlaskServerExperienceinAutomationFrameworkImplementation.NetworkingKnowledge",Posted 4 days ago
zealitechsolutions,"python,security,django,zope,bugfixing",https://www.timesjobs.com/job-detail/python-developer-zealitech-solutions-rajkot-1-to-3-yrs-jobid-jc1CNlGZzcRzpSvf__PLUS__uAgZw==&source=srp,"JobDescription
		Qualification:AnyDegreeSkill'sRequired:Pythonwebframework{{suchasDjango,Flask,Zope,Pyramidetc,ObjectRelationalMapper,object-orientedconceptsJOBDESCRIPTION:Writingreusable,testable,andefficientcodeDesignandimplementationoflow-latency,high-availability,andperformantapplicationsIntegrationofuser-facingelementsdevelopedbyfront-enddeveloperswithserversidelogicImplementationofsecurityanddataprotectionIdentifyproblemsandcreatesolutionsaddressingspeed,scale,qualityandusabilityDevelopment,bugfixingandmanagingnewapplicationmodules",Posted 4 days ago
SaisunOutsourcingServicePvt.Ltd.,"python,debugging,softwaredeveloper",https://www.timesjobs.com/job-detail/python-developer-saisun-outsourcing-service-pvt-ltd-chennai-2-to-5-yrs-jobid-6GAFmoi6mBpzpSvf__PLUS__uAgZw==&source=srp,"JobDescription
		implementationatAgnikulDetectandtroubleshootsoftwareissuesWriteclearqualitycodeforsoftwareandapplicationsandperformtestreviewsDevelop,implement,&testAPIsProvideinputonsoftwaredevelopmentprojectsQualificationsComfortusingprogramminglanguagesandrelationaldatabasesStrongdebuggingandtroubleshootingskills2years'ofdevelopmentexperiencewithagiledevelopmentmethodologiesExperiencewithPython",Posted few days ago
DREAMAJAXTECHNOLOGIES,"python,django,api,sql,nosql",https://www.timesjobs.com/job-detail/python-developer-dreamajax-technologies-bengaluru-bangalore-4-to-7-yrs-jobid-m8TwpPjXw7hzpSvf__PLUS__uAgZw==&source=srp,"JobDescription
		PYTHONDEVELOPERNewB.E/B.Tech/MCA/M.Sc.,orequivalentwith4yearsofStrongExperienceasaPythondeveloperStronghandsonexperienceonCorePython,DjangoandFlaskframeworks.StrongexperienceusingWebServicesandAPI'sinpython.ShouldworkwithMicroservicesarchitecture,multi-threadedapplicationdevelopmentExperiencewithSQLandNoSQLdatabasesStrongunderstandingofsoftwaredevelopmentlife-cycleandbestpractices.Mustbeabletogatherrequirements,design,codeandtestindependentlyaswellasworkjointlywiththeteam",Posted few days ago
StemmonsBusinessServicesPvt.Ltd.,"python,github,windows,sql,database,api",https://www.timesjobs.com/job-detail/python-developer-stemmons-business-services-pvt-ltd-vadodara-0-to-3-yrs-jobid-nD2yW1CaxdVzpSvf__PLUS__uAgZw==&source=srp,"JobDescription
		PythonDeveloperJobDescriptionWearelookingforaPythonDeveloperresponsibleformanagingtheinterchangeofdatabetweenthecontentprovidersandourdatabase.Yourprimaryfocuswillbethedevelopmentandmaintenanceofallserver-sidelogic,ensuringdataavailabilityandreliability.Youwillalsoberesponsibleformaintainingthedatabaseinitself;therefore,abasicunderstandingofSQLisnecessaryaswell.ResponsibilitiesMaintenanceofexistingPythoncodeDevelopmentofnewcodeusingObjectOrientatedProgrammingconceptsOverseeingandvettingofdatacominginandbeingpushedtodatabaseSkillsAndQualificationsExpertinPythonFamiliaritywithMicrosoftSQLServerFamiliaritywithversioncontrolusingGitHubandsoftwaredeploymentExperiencewithSeleniumBrowserTestingExperiencewithWindowsTaskSchedulingBasicMicrosoftWord,Excel,andPowerPointskillsBonusSkillsFrontEndDashboardDevelopmentBackEndAPIDevelopment",Posted 5 days ago
HanDigitalSolution(P)Ltd.,"python,github,sql,nosql,django,api",https://www.timesjobs.com/job-detail/python-developer-han-digital-solution-p-ltd-bengaluru-bangalore-3-to-6-yrs-jobid-IclDJUgEWEtzpSvf__PLUS__uAgZw==&source=srp,"JobDescription
		PythonDeveloper2to7YearsBengaluruJobDescription:In-depthexpertiseoftheengineeringlifecycleAbilitytoworkindiverseteamswithbothpresentandoff-sitepeers3yearsin-depthexperienceofPython/DjangoforwebbasedapplicationdevelopmentMusthavegoodknowledgeinDataStructureandalgorithmSQLdatabases,NoSQLdatabases,Elasticsearch,Expertiseingithub/bitbucketExpertiseincreatingandmaintainingrestfulAPIservicesUnderstandingofnewfadsandtrendsAbilitytogenerateunit-testsExceptionalmultitaskingandtimemanagementskillsAbilitytoexpresscreativeideasPassionforlearningnewsoftware,techniques,andskillsStellarinterpersonal,communication,andcollaborationskillsKeyJobAttributes:OOPLPythonDjangoFlaxEducationalQualifications:Bachelor/MastersKeySkills:PythonDjangogogolangContactDetails:EmailId:subhendu@handigital.com",Posted 5 days ago
INITIATEFIRSTINFORMATIONSERVICESPRIVATELIMITED,"python,sql,Datamodeling",https://www.timesjobs.com/job-detail/python-developer-initiatefirst-information-services-private-limited-hyderabad-secunderabad-5-to-8-yrs-jobid-Cd__SLASH__52aF2KCZzpSvf__PLUS__uAgZw==&source=srp,"JobDescription
		Requirements5yearsofexperience.ExpertinPythonprogramming.ExperienceinDatamodelingandextractionofdatafromdifferentsources.GoodexperienceinSQL.ExperienceinHandlingofbusinessrequirements,designingsolutionandPerformingcodeoptimizationetc.EducationQualificationBachelorsDegreeinEngineering.",Posted few days ago
FresherMart,"python,django,DjangoFramework",https://www.timesjobs.com/job-detail/python-developer-freshermart-navi-mumbai-mumbai-0-to-1-yrs-jobid-PUYMPEa4NaFzpSvf__PLUS__uAgZw==&source=srp,"JobDescription
		BuildWebCrawlersandWebScrapingtoolsWorkonOCRApplicationsBuildapplicationsusingPythonDjangoFrameworkSkillsKnowledgeonPythonCandidateshouldhaveacertificateinPythonCourseorshouldhaveworkedonaPythonProject.IncaseoffresherscandidateshouldhaveminimumCGPAof7.5JobLocation:MumbaiExperience(Years):0-1YearsSubLocation:NaviMumbai",Posted few days ago
TEAMPLUSSTAFFINGSOLUTIONPVT.LTD.,"Python2,knowledgeofJIRA,Terraform",https://www.timesjobs.com/job-detail/python-devops-teamplus-staffing-solution-pvt-ltd-pune-0-to-3-yrs-jobid-rCX83h0ULeBzpSvf__PLUS__uAgZw==&source=srp,"JobDescription
		Note:Itsacontracttohirerolefor6months,Weneedacorepythondeveloper(Noframeworks)whohasexposuretoPytest,JenkinsandAnsible.itwouldbe70PERCENTpythondevelopment30PERCENTdevops.GenderMale/FemaleIndustryITSkills:JenkinsAnsibleGoodknowledgeofthisrequired.Terraform(Goodtohave)Python2and3ShellscriptsPytestknowledgerequiredGoodknowledgeofJIRAJoining:Immediate",Posted few days ago
testandverificationsolutions,"rest,python,debugging,problemsolving,shellscripting,unix",https://www.timesjobs.com/job-detail/python-developer-test-and-verification-solutions-bengaluru-bangalore-2-to-4-yrs-jobid-zFR72okuyBFzpSvf__PLUS__uAgZw==&source=srp,"JobDescription
		JobTitle:PythondeveloperJobCode:SWTIND210618_38JobDescriptionProficientinPythonwithstrongproblemsolvingskills[2-4yrsexperience]GoodworkingknowledgeofRESTAPIsHandsonexperienceinUnixandShellscriptingUnderstandingoffundamentaldesignprinciplesbehindascalableapplicationStrongunittestanddebuggingskillsGoodProductandQualitySenseKnowledgeofanyperformancetestingtoolswouldbeaplusWearelookingforpythondevelopertoworkcloselywithdevteamtoidentifyperformance/loadscenariosandwritescriptsusinglocust.iobasedframeworktotestthescaleofcriticalfeatures.Experience2-4yearsLocationBangalorePackageHighlycompetitivetomatchexperienceandcapability",Posted 4 days ago
